field_id,title,field_house,field_card_type,field_front_image,field_card_text,field_traits,field_amber,field_power,field_armor,field_rarity,field_flavor_text,field_card_number,field_expansion,field_is_maverick
bda929e2-962a-438c-a210-47f21228dfbc,Mothergun,Mars,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_187_886VP3RR6C5F_en.png,Action: Reveal any number of Mars cards from your hand. Deal damage to a creature equal to the number of Mars cards revealed this way.,Weapon,0,0,0,Common,,187,341,False
c9625085-6eb2-4555-87cd-cda180af9f71,Pitlord,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_93_95PVMCCHQ7P2_en.png,Taunt. (This creature’s neighbors cannot be attacked unless they have taunt.)While Pitlord is in play you must choose Dis as your active house.,Demon,2,9,0,Rare,,93,341,False
ff5917ee-ddb9-42d1-8a2a-ecc8c1a6ab84,Dimension Door,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_108_XHW22F7FH9FM_en.png,"Play: For the remainder of the turn, any <A> you would gain from reaping is stolen from your opponent instead.",,0,0,0,Uncommon,,108,341,False
87ebd58d-d08f-41f7-a3fd-67b476d13673,Mothership Support,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_171_C9HXR9JCPGP9_en.png,"Play: For each friendly ready Mars creature, deal 2<D> to a creature. (You may choose a different creature each time.)",,1,0,0,Uncommon,,171,341,False
e40df662-6506-4a35-816d-efe29a0e4a6f,Sequis,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_257_WC74XH7M2MJW_en.png,Reap: Capture 1<A>.,Human • Knight,0,4,2,Common,"“I follow the Æmber light of the Sanctum, the light of truth and hope. What is it you follow?”",257,341,False
9779c7a8-419a-4c99-9460-a48ddf33b963,Champion Anaphiel,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_239_FR9V84W6X65C_en.png,Taunt. (This creature’s neighbors cannot be attacked unless they have taunt.),Knight • Spirit,0,6,1,Common,"“Steel thyself, Knave. To harm them you must first defeat me.”",239,341,False
ff290bf3-dd57-48b3-add3-c6baf605967c,Magda the Rat,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_303_JJPCRGJ7CFPW_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: Steal 2<A>.Leaves Play: Your opponent steals 2<A>.",Elf • Thief,0,4,0,Uncommon,,303,341,False
0b20bfe2-5664-4c1a-9e1a-22aa108d3786,Cleansing Wave,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_215_RFRWH2MX953_en.png,Play: Heal 1 damage from each creature. Gain 1<A> for each creature healed this way.,,0,0,0,Common,,215,341,False
22c50a42-0b6e-4681-9632-3d315a76e849,Save the Pack,Untamed,Action,https://cdn.keyforgegame.com/media/card_front/en/341_333_4J9WMP4Q2F2G_en.png,Play: Destroy each damaged creature. Gain 1 chain.,,0,0,0,Common,,333,341,False
d6aae364-d547-49ec-83dd-be3ffbcb80c6,Ganymede Archivist,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_142_9RC9J993WM9F_en.png,Reap: Archive a card.,Human • Scientist,0,3,0,Common,“They offered to let my crew stay with them. I politely declined.” –Captain Val Jericho,142,341,False
2cb1f58c-5979-4d3a-ae86-9dadc6000288,Phase Shift,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_117_HP2M3PV8GPJ7_en.png,Play: You may play one non-Logos card this turn.,,0,0,0,Common,,117,341,False
dc18cfc1-9dd9-440d-93be-50c2c114b3c8,Spangler Box,Logos,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_132_XQ93M42M9FR5_en.png,"Action: Purge a creature in play. If you do, your opponent gains control of Spangler Box. If Spangler Box leaves play, return to play all cards purged by Spangler Box.",Item,0,0,0,Rare,,132,341,False
67ac26ce-b816-4ae1-9bea-9f38059f3b46,Longfused Mines,Shadows,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_287_H6CGFG593XMM_en.png,Omni: Sacrifice Longfused Mines. Deal 3<D> to each enemy creature not on a flank.,Weapon,1,0,0,Rare,,287,341,False
a429a71c-e558-4ee6-af48-6326df3d4b0f,Library Access,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_115_4J2C745JC5V2_en.png,"Play: For the remainder of the turn, each time you play another card, draw a card.",,0,0,0,Common,,115,341,False
1838fbaa-a062-4593-acbe-53ecfadfb5cc,Labwork,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_114_X6V5QX33Q589_en.png,Play: Archive a card.,,1,0,0,Common,Attention to detail is the key to all progress.,114,341,False
f74c96d8-ccec-4201-af7c-755df49d0025,Jammer Pack,Mars,Upgrade,https://cdn.keyforgegame.com/media/card_front/en/341_210_HCXQ277C22FW_en.png,"This creature gains, “Your opponent's keys cost +2<A>.“",,1,0,0,Uncommon,“The humans make it. It’s called ‘moo-zak.’”,210,341,False
3515de43-9c9a-4ec8-bced-d2d21ff24824,Remote Access,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_120_V59VPJJ255WQ_en.png,Play: Use an opponent's artifact as if it were yours.,,1,0,0,Uncommon,,120,341,False
a936b45d-5de6-4b43-889b-9c58f0ab4c35,Nerve Blast,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_276_833RV7MVFCH8_en.png,"Play: Steal 1<A>. If you do, deal 2<D> to a creature.",,0,0,0,Common,“Don’t look so shocked to see me!”,276,341,False
aa73a693-e1e6-4097-8010-ddc820cc6d96,Gongoozle,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_60_8J78GV8GV57Q_en.png,"Play: Deal 3<D> to a creature. If it is not destroyed, its owner discards a random card from their hand.",,1,0,0,Uncommon,“Just trying to understand these...’things’ gives me a headache.”,60,341,False
f5019c91-eea0-4883-9946-297bbf1c6822,Anomaly Exploiter,Logos,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_126_F66C7VF2HR8Q_en.png,Action: Destroy a damaged creature.,Item,0,0,0,Uncommon,,126,341,False
5ad003a2-8572-4fbd-b9fb-a2e94e4bdc7c,Poltergeist,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_69_P2P8M5XWMHCW_en.png,Play: Use an artifact controlled by any player as if it were yours. Destroy that artifact.,,1,0,0,Uncommon,,69,341,False
179f877a-9b59-46d6-a43e-15b4524af3c6,Ether Spider,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_192_P52JHFXR9X8X_en.png,Ether Spider deals no damage when fighting.Each <A> that would be added to your opponent’s pool is captured by Ether Spider instead.,Beast,0,7,0,Uncommon,,192,341,False
c5ed37f7-0d05-48bc-a595-4f25c0ec1e6d,Charette,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_81_GM7WM322M4_en.png,Play: Capture 3<A>.,Demon,0,4,0,Common,It doesn’t like to share.,81,341,False
53f7d3ec-a65f-4b05-8c82-74f44a7bdc44,Research Smoko,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_151_XC9823CQ2V92_en.png,Destroyed: Archive the top card of your deck.,Mutant,0,2,0,Uncommon,,151,341,False
916f271b-9928-437c-bfc4-d60d32af8c7c,Ember Imp,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_85_C72X25358RG2_en.png,Your opponent cannot play more than 2 cards each turn.,Imp,0,2,0,Common,,85,341,False
d71c36b7-c4be-427a-8038-2033ba9bf07e,Commander Remiel,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_241_C472V3C68C9_en.png,Reap: Use a friendly non-Sanctum creature.,Human • Knight,0,3,0,Common,"“I was not always a knight. Perhaps, someday, you will stand where I stand and see what I see.” ",241,341,False
9c75188a-8cb2-4201-9f10-d13f6cd00255,Pawn Sacrifice,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_279_RJJJ2R3P5FHC_en.png,"Play: Sacrifice a friendly creature. If you do, deal 3<D> each to 2 creatures.",,1,0,0,Common,Pawn to Queen’s Bishop four.,279,341,False
3d650fe4-817a-4922-ba0f-297c1ebf816d,Screechbomb,Brobnar,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_26_WGX3X54PQCMP_en.png,Omni: Sacrifice Screechbomb. Your opponent loses 2<A>.,Weapon,0,0,0,Uncommon,“I think that thing made me deaf!”“What? I can’t hear you! I think that thing made me deaf!” ,26,341,False
d2edea65-7c2f-487f-a6f4-f44a077c4a65,Control the Weak,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_55_7CJ4H2WMJWQ2_en.png,Play: Choose a house on your opponent’s identity card. Your opponent must choose that house as their active house on their next turn.,,1,0,0,Common,,55,341,False
448c1335-d45b-473e-b222-d71f31ba0292,Sloppy Labwork,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_123_R3C97J8JMPRV_en.png,Play: Archive a card. Discard a card.,,1,0,0,Uncommon,Don’t fret the details. Progress happens when you least expect it.,123,341,False
1da26e11-d319-4980-a2c3-931054ff008c,Epic Quest,Sanctum,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_231_9CW6R752CCQG_en.png,"Play: Archive each friendly Knight creature in play.Omni: If you have played 7 or more Sanctum cards this turn, sacrifice Epic Quest and forge a key at no cost.",Quest,0,0,0,Rare,,231,341,False
87197e65-0d83-42a8-bec9-9e0e1fb75f34,Gatekeeper,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_260_MJV7XGGFVMQC_en.png,"Play: If your opponent has 7 or more <A>, capture all but 5 of it.",Knight • Spirit,0,5,1,Uncommon,,260,341,False
68fbba20-4516-4e8a-8d3d-47e2cb401032,Key Charge,Untamed,Action,https://cdn.keyforgegame.com/media/card_front/en/341_325_66XVRV5PWMVG_en.png,"Play: Lose 1<A>. If you do, you may forge a key at current cost.",,0,0,0,Common,"“You might call it madness, but for all we know madness is a key ingredient.” –Inka the Spider",325,341,False
ea2a390e-e121-4cbd-96c5-2430cc600e81,Mind Barb,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_67_GJXV3PCXVPMW_en.png,Play: Your opponent discards a random card from their hand.,,1,0,0,Common,,67,341,False
ac8fb9f6-ee8e-4434-85e8-d084a66c50db,Zorg,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_206_4XXWX9CP9XGJ_en.png,Zorg enters play stunned. Before Fight: Stun the creature Zorg fights and each of that creature’s neighbors.,Beast,0,7,0,Uncommon,,206,341,False
22fdfc0f-5ea1-42bd-984a-8c9edd8b16b7,Hallowed Blaster,Sanctum,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_233_V3CVPF24W8MR_en.png,Action: Heal 3 damage from a creature.,Weapon,0,0,0,Common,Swords into plowshares is thinking too small.,233,341,False
4e9e09ba-66b9-4fc8-a61d-ca2dad320a5c,Clear Mind,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_216_4CVXQJV2QG3P_en.png,Play: Unstun each friendly creature.,,1,0,0,Rare,Thy body is an illusion. Only thy spirit is eternal.,216,341,False
3680b506-9a5c-4afb-956d-15b08d1e9ecc,Dust Pixie,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_351_PFJXP2G7VWVP_en.png,(Vanilla),Faerie,2,1,0,Common,"The faeries are believed to be created by the Architects to tend to the plants and animals of the Crucible. In the eons since their creation, some have become…quirky.  ",351,341,False
ceecd78b-f0bb-4de9-a3c6-dff6686be13d,Combat Pheromones,Mars,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_180_HQXG9V9X249X_en.png,Omni: Sacrifice Combat Pheromones. You may use up to 2 other Mars cards this turn.,Item,1,0,0,Uncommon,"“Don’t worry, this will only sting a lot.”",180,341,False
49183ec5-6dad-48fb-9d86-253db31d72cf,“John Smyth”,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_195_8VX38X5J32VV_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Fight/Reap: Ready a non-Agent Mars creature.",Agent • Martian,0,2,0,Common,,195,341,False
466deee8-d9c0-4e08-af87-da5cbf80ce69,Brain Eater,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_137_F8PFV5JC764_en.png,"After a creature is destroyed fighting Brain Eater, draw a card.",Cyborg • Beast,0,6,0,Uncommon,,137,341,False
e5a1f190-6964-4b2e-bcb3-696d3f6f2713,Gabos Longarms,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_86_33RP646XMQ93_en.png,Before Fight: Choose a creature. Gabos Longarms deals damage to that creature rather than the one it is fighting.,Demon,0,5,0,Rare,,86,341,False
575d4804-78ff-4afa-8d44-2507126af6da,Tunk,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_199_FW92QH6WPGCW_en.png,"After you play another Mars creature, fully heal Tunk.",Robot,0,6,1,Common,“Who’s driving?” “I thought you were.”“Let’s…not tell the Elders.” ,199,341,False
ddd62eb0-4699-4fb0-9b63-43769186b509,Snufflegator,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_358_C2FM8V788JM5_en.png,"Skirmish. (When you use this creature to fight, it is dealt no damage in return.)",Beast,0,4,0,Common,"“Well, it’s a snufflegator, ain’t it?” –Dodger",358,341,False
9ed7d241-1ca3-4a2a-b067-bb44776f7d4b,The Terror,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_101_9W755VJWMG92_en.png,"Play: If your opponent has no <A>, gain 2<A>.",Demon • Knight,0,5,0,Common,“I once thought that these creatures could be redeemed. Now I know better.” –Champion Anaphiel,101,341,False
2d5666d0-5a93-4f75-b5f4-5085e4ee9b0f,Squawker,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_178_7J9MG8W9F6GM_en.png,Play: Ready a Mars creature or stun a non-Mars creature.,,1,0,0,Common,,178,341,False
f6202f7a-e204-482c-91d6-e8d1f5117d28,Yxili Marauder,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_203_8JJ739HGPCPC_en.png,Yxili Marauder gets +1 power for each <A> on it.Play: Capture 1<A> for each friendly ready Mars creature.,Martian • Soldier,0,2,0,Common,,203,341,False
0ef760a3-68b9-42a9-93fa-419ea171917b,Smith,Brobnar,Action,https://cdn.keyforgegame.com/media/card_front/en/341_14_CV3QCM67C9GM_en.png,Play: Gain 2<A> if you control more creatures than your opponent.,,1,0,0,Uncommon,,14,341,False
ccfd5033-ffd1-4d9a-b4be-2f9dc90095c8,Treasure Map,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_284_Q7HHRF75F97J_en.png,"Play: If you have not played any other cards this turn, gain 3<A>. For the remainder of the turn, you cannot play cards.",,1,0,0,Rare,,284,341,False
c1494f7b-eb87-4c64-9405-871579af1f80,Guilty Hearts,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_61_HM8RPQWR5X46_en.png,Play: Destroy each creature with any <A> on it.,,1,0,0,Rare,"C’mon, take it. You know you want to.",61,341,False
116f4590-792e-4d5f-ab06-94dbf7ba85d3,Sergeant Zakiel,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_258_96FR2MX3FJWF_en.png,Play: You may ready and fight with a neighboring creature.,Human • Knight,0,4,1,Common,“Together!” ,258,341,False
ce019a46-29ac-4e54-a12e-ec9ad8e0d200,Gorm of Omm,Sanctum,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_232_9XQ8F9638GX2_en.png,Omni: Sacrifice Gorm of Omm. Destroy an artifact.,Item,0,0,0,Uncommon,"“An object, no matter how sacred, is just a thing.”",232,341,False
a8f25ae7-75f4-4768-94f0-87d62036516c,Umbra,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_314_VHG44C64WFXQ_en.png,"Skirmish. (When you use this creature to fight, it is dealt no damage in return.)Fight: Steal 1<A>.",Elf • Thief,0,2,0,Common,"“When the fightin’s done, the real work begins.” ",314,341,False
740e0810-14e8-4278-bb44-e2e5c98184f9,Halacor,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_355_XCPG4GRFR6PR_en.png,"Each friendly flank creature gains skirmish. (When you use a creature with skirmish to fight, it is dealt no damage in return.)",Beast,0,4,0,Uncommon,"“Forget the others, have you seen the teeth on that one?!”",355,341,False
37f09612-6ebb-4374-b598-ad0614f2d729,Take Hostages,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_226_VMCJ79WHJVR2_en.png,"Play: For the remainder of the turn, each time a friendly creature fights, it captures 1<A>.",,1,0,0,Common,,226,341,False
45d564a2-fcc9-4baa-8dc8-8e1a0fe2a37a,Dextre,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_138_WVWFRR3PMG3H_en.png,Play: Capture 1<A>.Destroyed: Put Dextre on top of your deck.,Human • Scientist,0,3,0,Common,,138,341,False
35983b27-9674-448e-b066-63b0c6067668,One Last Job,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_277_HGVF3P4J7PVJ_en.png,Play: Purge each friendly Shadows creature. Steal 1<A> for each creature purged this way.,,1,0,0,Rare,,277,341,False
be492d70-5c87-441e-8223-79fb2bce85c9,Gateway to Dis,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_59_WW6PQP2CGM8H_en.png,Play: Destroy each creature. Gain 3 chains.,,0,0,0,Common,,59,341,False
3d6a02d0-b5c8-49be-93e4-dfdd5c1200eb,Guardian Demon,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_88_W95JX5C22HW7_en.png,Play/Fight/Reap: Heal up to 2 damage from a creature. Deal that amount of damage to another creature.,Demon,0,4,0,Uncommon,,88,341,False
ba26515f-1705-45ba-ae42-dcb65685a0ec,Tentacus,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_100_WQWQX27FH7M2_en.png,Your opponent must pay you 1<A> in order to use an artifact.,Demon,0,5,0,Uncommon,,100,341,False
09101020-58c5-4d9f-b93b-7fb25d684ff0,Burn the Stockpile,Brobnar,Action,https://cdn.keyforgegame.com/media/card_front/en/341_5_7WCGR88265CM_en.png,"Play: If your opponent has 7<A> or more, they lose 4<A>.",,0,0,0,Uncommon,"“If you can’t protect it, you don’t deserve it.” –Bilgum Avalanche",5,341,False
8e3d6aaf-e740-4924-86aa-57689c7cbdab,Rocket Boots,Logos,Upgrade,https://cdn.keyforgegame.com/media/card_front/en/341_158_WMW7JV5QGXW6_en.png,"This creature gains, “Fight/Reap: If this is the first time this creature was used this turn, ready it.”",,0,0,0,Uncommon,”Wheeeee!”,158,341,False
89b647b4-74b1-4e74-9812-1581e088f32e,Terms of Redress,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_227_VC53Q7XQ4C33_en.png,Play: Choose a friendly creature to capture 2<A>.,,1,0,0,Common,“Thou shalt wear pants.”,227,341,False
1ca5f524-5a24-4a58-aacf-8204bdb46a32,Neuro Syphon,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_116_CW34G484FFRV_en.png,"Play: If your opponent has more <A> than you, steal 1<A> and draw a card.",,1,0,0,Uncommon,,116,341,False
